Name,Perm Id,Ric,STS,Tanker Zone,Type
Kunda,77309532109,C}TS7309532109,0,Baltic,PORT
Kupang,77309531927,C}TS7309531927,0,Lawi-Lawi Terminal,PORT
Kurashiki Container Terminal,77309540603,C}TS7309540603,0,N/A,BERTH
Kurasini Oil Jetty 1 (Dar es Salaam),77309848765,C}TS7309848765,0,N/A,BERTH
Kurasini Oil Jetty 2 (Dar es Salaam),77309848766,C}TS7309848766,0,N/A,BERTH
Kurasini Oil Terminal,77309539911,C}TS7309539911,0,N/A,BERTH
Kure,77309531985,C}TS7309531985,0,Japan,PORT
Kurnell,77309543036,C}TS7309543036,0,Sydney,PORT
Kusadasi,77309533723,C}TS7309533723,0,East Med,PORT
Kusadasi Cruise Pier,77309539269,C}TS7309539269,0,N/A,BERTH
Kushiro,77309531992,C}TS7309531992,0,Japan,PORT
Kushiro LNG Terminal,77309824459,C}TS7309824459,0,N/A,BERTH
Kushiro West Bulk Terminal,77309823623,C}TS7309823623,0,N/A,BERTH
Kuwait City,77309538856,C}TS7309538856,0,Arabian Gulf,PORT
Kuwait Petroleum (Antwerp),77309755930,C}TS7309755930,0,N/A,BERTH
Kuwait Petroleum Europoort Terminal,77309540572,C}TS7309540572,0,N/A,BERTH
Kvileterminalen,77309540662,C}TS7309540662,0,N/A,BERTH
Kwai Chung,77309532329,C}TS7309532329,0,Canton,PORT
Kwai Chung Terminal 3,77309541599,C}TS7309541599,0,N/A,BERTH
Kwajelein Archipelago (Ebeye Island),77309542675,C}TS7309542675,0,Hawaii,PORT
Kwangyang,77309532582,C}TS7309532582,0,Korea,PORT
Kwinana,77309533720,C}TS7309533720,0,Kwinana,PORT
Kwinana Bulk Terminal Jetties 3 and 4,77309540166,C}TS7309540166,0,N/A,BERTH
